gender,age,bmi,activity_level,avg_sleep_hours,avg_water_intake_liters,height_cm,weight_kg,recommended_exercise
female,21,22.29,active,6.5,3.3,161.6,58.2,Balanced Strength + Cardio
male,29,24.28,moderate,6.4,3.4,183.2,81.5,Balanced Strength + Cardio
female,18,26.52,moderate,6.7,2.2,155.7,64.3,Balanced Strength + Cardio
male,38,25.26,active,6.8,4.7,180.5,82.3,Balanced Strength + Cardio
female,24,23.34,moderate,7.6,2.3,152.4,54.2,Balanced Strength + Cardio
male,18,19.52,moderate,7.8,3.9,184.3,66.3,Balanced Strength + Cardio
female,35,25.32,moderate,8.7,2.9,180.5,82.5,Balanced Strength + Cardio
female,25,20.09,moderate,7.5,3.2,165.0,54.7,Balanced Strength + Cardio
male,18,24.32,moderate,9.2,4.6,174.3,73.9,Balanced Strength + Cardio
female,43,25.45,moderate,7.2,2.2,157.6,63.2,Balanced Strength + Cardio
male,32,24.96,moderate,7.4,3.0,174.6,76.1,Balanced Strength + Cardio
male,22,24.44,moderate,8.4,3.0,176.0,75.7,Balanced Strength + Cardio
female,18,26.57,moderate,9.0,2.8,163.7,71.2,Balanced Strength + Cardio
female,32,26.34,active,8.1,4.6,162.2,69.3,Balanced Strength + Cardio
female,22,21.56,moderate,8.2,2.7,162.9,57.2,Balanced Strength + Cardio
female,28,18.68,moderate,7.7,2.5,152.6,43.5,Balanced Strength + Cardio
female,44,19.99,moderate,7.6,2.5,156.4,48.9,Balanced Strength + Cardio
female,25,22.34,active,6.5,3.5,167.0,62.3,Balanced Strength + Cardio
male,18,23.45,moderate,9.8,2.9,171.4,68.9,Balanced Strength + Cardio
male,33,25.28,moderate,6.6,2.6,171.8,74.6,Balanced Strength + Cardio
female,28,23.73,moderate,6.0,3.1,165.5,65.0,Balanced Strength + Cardio
male,38,25.26,active,6.8,4.7,180.5,82.3,Balanced Strength + Cardio
female,43,22.89,moderate,6.2,3.0,158.5,57.5,Balanced Strength + Cardio
female,32,26.34,active,8.1,4.6,162.2,69.3,Balanced Strength + Cardio
female,25,20.8,moderate,7.6,2.2,168.7,59.2,Balanced Strength + Cardio
female,28,21.21,active,6.2,2.9,177.2,66.6,Balanced Strength + Cardio
male,28,26.0,moderate,7.6,3.1,177.9,82.3,Balanced Strength + Cardio
male,35,19.77,moderate,9.2,2.9,166.2,54.6,Balanced Strength + Cardio
male,38,23.74,active,6.3,4.2,183.0,79.5,Balanced Strength + Cardio
male,24,24.18,moderate,6.7,3.4,200.2,96.9,Balanced Strength + Cardio
male,29,24.54,moderate,7.3,2.7,166.7,68.2,Balanced Strength + Cardio
male,20,19.46,moderate,6.4,3.9,194.1,73.3,Balanced Strength + Cardio
female,27,25.96,moderate,7.0,2.2,157.5,64.4,Balanced Strength + Cardio
male,35,24.23,moderate,7.6,3.8,176.4,75.4,Balanced Strength + Cardio
male,34,22.79,moderate,7.0,3.4,176.5,71.0,Balanced Strength + Cardio
female,18,23.97,active,6.9,2.3,171.0,70.1,Balanced Strength + Cardio
female,39,22.55,moderate,9.3,2.8,169.4,64.7,Balanced Strength + Cardio
male,23,19.58,moderate,6.2,3.3,169.1,56.0,Balanced Strength + Cardio
male,24,22.43,moderate,8.5,4.3,179.4,72.2,Balanced Strength + Cardio
male,21,23.01,moderate,7.9,3.3,166.9,64.1,Balanced Strength + Cardio
female,22,21.56,moderate,8.2,2.7,162.9,57.2,Balanced Strength + Cardio
female,20,24.97,moderate,6.4,2.8,176.4,77.7,Balanced Strength + Cardio
male,18,24.32,moderate,9.2,4.6,174.3,73.9,Balanced Strength + Cardio
male,18,22.54,moderate,8.1,4.3,178.6,71.9,Balanced Strength + Cardio
male,38,25.26,active,6.8,4.7,180.5,82.3,Balanced Strength + Cardio
female,39,24.03,moderate,8.2,3.1,160.9,62.2,Balanced Strength + Cardio
female,23,23.51,moderate,7.3,3.0,157.2,58.1,Balanced Strength + Cardio
female,39,24.71,moderate,7.0,2.4,160.3,63.5,Balanced Strength + Cardio
female,30,26.29,moderate,7.4,0.8,157.0,64.8,Balanced Strength + Cardio
female,34,23.51,moderate,7.4,1.9,148.3,51.7,Balanced Strength + Cardio
female,21,20.69,moderate,7.4,2.3,156.4,50.6,Balanced Strength + Cardio
female,23,24.54,moderate,8.2,2.7,164.0,66.0,Balanced Strength + Cardio
female,52,23.89,moderate,6.1,2.5,155.8,58.0,Balanced Strength + Cardio
female,31,26.39,moderate,7.8,2.5,156.7,64.8,Balanced Strength + Cardio
female,25,20.8,moderate,7.6,2.2,168.7,59.2,Balanced Strength + Cardio
male,20,25.89,active,6.1,3.8,172.8,77.3,Balanced Strength + Cardio
male,49,24.37,moderate,8.8,4.0,154.0,57.8,Balanced Strength + Cardio
female,56,26.48,active,7.3,4.5,159.2,67.1,Balanced Strength + Cardio
male,29,24.54,moderate,7.3,2.7,166.7,68.2,Balanced Strength + Cardio
female,24,23.19,moderate,7.1,2.7,166.9,64.6,Balanced Strength + Cardio
female,26,21.42,moderate,7.1,3.3,165.1,58.4,Balanced Strength + Cardio
male,21,26.38,moderate,9.1,4.1,177.6,83.2,Balanced Strength + Cardio
female,35,25.43,active,6.3,3.0,172.3,75.5,Balanced Strength + Cardio
female,32,26.34,active,8.1,4.6,162.2,69.3,Balanced Strength + Cardio
male,28,26.0,moderate,7.6,3.1,177.9,82.3,Balanced Strength + Cardio
female,30,26.29,moderate,7.4,0.8,157.0,64.8,Balanced Strength + Cardio
female,30,19.31,moderate,6.2,2.3,151.8,44.5,Balanced Strength + Cardio
female,53,19.35,moderate,6.7,1.6,169.5,55.6,Balanced Strength + Cardio
male,42,21.91,moderate,7.7,4.1,179.0,70.2,Balanced Strength + Cardio
female,20,19.56,moderate,6.9,1.4,158.6,49.2,Balanced Strength + Cardio
female,22,23.73,moderate,7.5,2.7,155.4,57.3,Balanced Strength + Cardio
male,34,24.2,moderate,8.5,3.3,178.6,77.2,Balanced Strength + Cardio
male,29,21.1,moderate,7.3,4.4,182.9,70.6,Balanced Strength + Cardio
female,48,21.73,moderate,6.4,2.6,153.8,51.4,Balanced Strength + Cardio
male,40,20.28,moderate,7.9,3.2,166.6,56.3,Balanced Strength + Cardio
female,18,19.31,moderate,8.4,3.2,167.4,54.1,Balanced Strength + Cardio
male,30,26.37,moderate,7.7,3.6,187.1,92.3,Balanced Strength + Cardio
female,18,24.47,moderate,6.8,2.6,152.5,56.9,Balanced Strength + Cardio
male,26,18.6,moderate,8.4,3.8,184.6,63.4,Balanced Strength + Cardio
male,31,20.6,active,6.9,3.8,182.6,68.7,Balanced Strength + Cardio
male,29,19.92,moderate,8.5,2.6,173.1,59.7,Balanced Strength + Cardio
female,43,21.36,moderate,8.9,2.4,164.5,57.8,Balanced Strength + Cardio
male,20,26.15,active,10.0,3.9,163.5,69.9,Balanced Strength + Cardio
male,33,20.37,moderate,6.7,3.6,164.0,54.8,Balanced Strength + Cardio
female,30,21.24,moderate,7.4,2.8,156.6,52.1,Balanced Strength + Cardio
female,45,22.39,moderate,6.9,2.5,164.5,60.6,Balanced Strength + Cardio
female,22,23.11,moderate,6.8,3.3,160.2,59.3,Balanced Strength + Cardio
female,31,23.56,moderate,7.5,3.7,163.9,63.3,Balanced Strength + Cardio
male,27,22.61,moderate,8.9,2.5,177.1,70.9,Balanced Strength + Cardio
male,25,20.37,moderate,6.3,3.3,170.6,59.3,Balanced Strength + Cardio
female,35,25.43,active,6.3,3.0,172.3,75.5,Balanced Strength + Cardio
female,29,25.5,moderate,8.9,3.5,153.4,60.0,Balanced Strength + Cardio
male,35,26.63,moderate,7.2,2.7,179.3,85.6,Balanced Strength + Cardio
male,26,26.07,moderate,8.5,3.4,185.5,89.7,Balanced Strength + Cardio
male,40,24.05,moderate,7.7,3.0,177.3,75.6,Balanced Strength + Cardio
male,53,25.98,active,6.1,3.7,174.5,79.1,Balanced Strength + Cardio
male,29,24.78,moderate,6.7,2.8,157.4,61.4,Balanced Strength + Cardio
female,44,19.99,moderate,7.6,2.5,156.4,48.9,Balanced Strength + Cardio
female,22,25.81,active,6.2,2.8,165.4,70.6,Balanced Strength + Cardio
female,32,26.34,active,8.1,4.6,162.2,69.3,Balanced Strength + Cardio
female,43,22.89,moderate,6.2,3.0,158.5,57.5,Balanced Strength + Cardio
female,40,26.15,moderate,6.5,1.9,162.2,68.8,Balanced Strength + Cardio
female,45,20.73,active,6.9,3.3,157.3,51.3,Balanced Strength + Cardio
male,49,22.55,moderate,6.8,3.6,190.0,81.4,Balanced Strength + Cardio
male,36,21.06,moderate,6.1,3.6,173.9,63.7,Balanced Strength + Cardio
female,33,20.48,moderate,7.6,3.2,153.1,48.0,Balanced Strength + Cardio
male,51,22.06,active,6.7,3.1,184.0,74.7,Balanced Strength + Cardio
male,27,24.25,moderate,6.4,4.9,176.8,75.8,Balanced Strength + Cardio
male,29,19.92,moderate,8.5,2.6,173.1,59.7,Balanced Strength + Cardio
female,28,25.44,moderate,6.7,2.7,160.1,65.2,Balanced Strength + Cardio
male,39,26.35,moderate,6.6,3.4,179.3,84.7,Balanced Strength + Cardio
female,27,19.84,moderate,7.4,2.1,158.1,49.6,Balanced Strength + Cardio
female,35,21.63,moderate,9.5,2.2,159.6,55.1,Balanced Strength + Cardio
male,38,25.26,active,6.8,4.7,180.5,82.3,Balanced Strength + Cardio
female,23,19.4,moderate,8.6,2.4,164.8,52.7,Balanced Strength + Cardio
female,28,23.73,moderate,6.0,3.1,165.5,65.0,Balanced Strength + Cardio
female,25,22.34,active,6.5,3.5,167.0,62.3,Balanced Strength + Cardio
female,49,24.57,moderate,6.5,2.4,157.7,61.1,Balanced Strength + Cardio
female,23,23.51,moderate,7.3,3.0,157.2,58.1,Balanced Strength + Cardio
female,45,21.87,moderate,8.5,2.5,161.0,56.7,Balanced Strength + Cardio
male,37,22.67,moderate,6.5,3.3,177.1,71.1,Balanced Strength + Cardio
female,22,26.3,moderate,7.3,1.5,164.2,70.9,Balanced Strength + Cardio
male,38,25.26,active,6.8,4.7,180.5,82.3,Balanced Strength + Cardio
male,31,26.06,active,7.5,2.8,166.0,71.8,Balanced Strength + Cardio
male,29,24.78,moderate,6.7,2.8,157.4,61.4,Balanced Strength + Cardio
female,27,25.96,moderate,7.0,2.2,157.5,64.4,Balanced Strength + Cardio
female,29,26.52,active,8.3,2.6,175.2,81.4,Balanced Strength + Cardio
female,44,24.14,active,6.4,2.7,162.3,63.6,Balanced Strength + Cardio
male,18,18.88,moderate,6.4,2.1,174.8,57.7,Balanced Strength + Cardio
male,46,21.67,moderate,8.1,3.5,178.3,68.9,Balanced Strength + Cardio
female,43,25.74,active,6.0,3.0,146.3,55.1,Balanced Strength + Cardio
male,29,24.54,moderate,7.3,2.7,166.7,68.2,Balanced Strength + Cardio
female,40,21.91,moderate,6.5,2.1,166.3,60.6,Balanced Strength + Cardio
female,38,22.17,active,6.7,3.3,172.8,66.2,Balanced Strength + Cardio
female,22,23.73,moderate,7.5,2.7,155.4,57.3,Balanced Strength + Cardio
male,28,24.29,active,6.0,4.7,171.7,71.6,Balanced Strength + Cardio
male,43,20.06,moderate,6.9,4.6,189.6,72.1,Balanced Strength + Cardio
female,18,18.53,moderate,6.6,2.4,158.4,46.5,Balanced Strength + Cardio
male,38,23.74,active,6.3,4.2,183.0,79.5,Balanced Strength + Cardio
male,27,25.6,moderate,9.1,3.3,168.4,72.6,Balanced Strength + Cardio
female,38,22.17,active,6.7,3.3,172.8,66.2,Balanced Strength + Cardio
male,37,20.26,moderate,6.3,4.0,181.3,66.6,Balanced Strength + Cardio
male,27,25.32,moderate,7.6,4.6,179.2,81.3,Balanced Strength + Cardio
female,49,24.57,moderate,6.5,2.4,157.7,61.1,Balanced Strength + Cardio
female,38,21.97,moderate,7.4,1.6,171.6,64.7,Balanced Strength + Cardio
male,21,25.45,moderate,7.4,3.1,185.1,87.2,Balanced Strength + Cardio
male,52,21.08,moderate,6.7,4.1,175.6,65.0,Balanced Strength + Cardio
male,22,32.0,sedentary,7.2,1.7,174.2,97.1,Cardio (Weight Loss focus)
male,18,23.37,moderate,5.2,4.4,177.1,73.3,Cardio (Weight Loss focus)
male,53,31.45,moderate,6.2,4.6,175.8,97.2,Cardio (Weight Loss focus)
female,22,32.35,active,8.2,3.6,170.0,93.5,Cardio (Weight Loss focus)
female,48,33.94,sedentary,4.6,2.8,168.0,95.8,Cardio (Weight Loss focus)
male,18,32.89,active,6.2,2.8,183.2,110.4,Cardio (Weight Loss focus)
female,47,28.5,moderate,4.0,3.8,158.6,71.7,Cardio (Weight Loss focus)
male,22,32.0,sedentary,7.2,1.7,174.2,97.1,Cardio (Weight Loss focus)
female,24,34.35,moderate,8.1,2.8,164.8,93.3,Cardio (Weight Loss focus)
female,34,32.34,moderate,6.7,2.5,160.3,83.1,Cardio (Weight Loss focus)
male,42,29.12,light,5.4,2.3,164.4,78.7,Cardio (Weight Loss focus)
female,37,30.85,active,9.7,2.8,165.5,84.5,Cardio (Weight Loss focus)
male,39,28.18,light,5.3,3.3,185.9,97.4,Cardio (Weight Loss focus)
male,18,25.67,light,4.3,4.1,168.4,72.8,Cardio (Weight Loss focus)
female,36,32.22,moderate,7.5,2.3,167.4,90.3,Cardio (Weight Loss focus)
female,46,34.38,light,7.4,4.4,147.5,74.8,Cardio (Weight Loss focus)
female,29,31.24,light,7.8,2.2,150.0,70.3,Cardio (Weight Loss focus)
male,18,31.36,sedentary,7.5,2.8,176.5,97.7,Cardio (Weight Loss focus)
female,25,30.32,active,9.7,3.8,157.6,75.3,Cardio (Weight Loss focus)
male,53,31.76,light,5.0,2.7,188.8,113.2,Cardio (Weight Loss focus)
female,31,33.21,light,7.7,2.6,172.3,98.6,Cardio (Weight Loss focus)
female,41,22.94,moderate,5.1,3.4,173.7,69.2,Cardio (Weight Loss focus)
male,18,33.75,light,7.4,3.1,174.1,102.3,Cardio (Weight Loss focus)
male,18,33.15,moderate,9.2,3.0,172.8,99.0,Cardio (Weight Loss focus)
male,35,31.45,moderate,7.9,2.4,184.8,107.4,Cardio (Weight Loss focus)
female,55,30.48,moderate,6.0,2.6,170.1,88.2,Cardio (Weight Loss focus)
male,35,21.31,sedentary,4.9,3.7,168.5,60.5,Cardio (Weight Loss focus)
female,41,30.09,moderate,6.0,2.4,158.4,75.5,Cardio (Weight Loss focus)
male,30,24.23,light,4.8,3.2,170.1,70.1,Cardio (Weight Loss focus)
male,43,18.56,sedentary,5.1,1.9,177.4,58.4,Cardio (Weight Loss focus)
male,52,24.37,moderate,4.9,3.5,177.3,76.6,Cardio (Weight Loss focus)
male,45,23.29,sedentary,4.2,3.7,173.5,70.1,Cardio (Weight Loss focus)
male,53,31.45,moderate,6.2,4.6,175.8,97.2,Cardio (Weight Loss focus)
male,46,31.04,light,6.6,2.9,170.1,89.8,Cardio (Weight Loss focus)
female,38,35.77,light,7.0,1.5,170.6,104.1,Cardio (Weight Loss focus)
male,19,31.08,moderate,8.9,3.8,181.6,102.5,Cardio (Weight Loss focus)
male,18,31.38,active,7.2,4.2,163.9,84.3,Cardio (Weight Loss focus)
male,47,27.58,sedentary,5.2,2.8,168.4,78.2,Cardio (Weight Loss focus)
female,30,23.53,light,4.7,2.5,149.8,52.8,Cardio (Weight Loss focus)
female,36,32.22,moderate,7.5,2.3,167.4,90.3,Cardio (Weight Loss focus)
male,46,21.04,moderate,4.7,3.4,178.3,66.9,Cardio (Weight Loss focus)
male,23,30.67,moderate,6.5,3.2,162.9,81.4,Cardio (Weight Loss focus)
female,47,28.5,moderate,4.0,3.8,158.6,71.7,Cardio (Weight Loss focus)
female,20,30.01,active,8.1,3.6,166.3,83.0,Cardio (Weight Loss focus)
male,32,30.79,active,7.8,3.2,178.3,97.9,Cardio (Weight Loss focus)
female,29,30.7,light,7.9,2.2,159.8,78.4,Cardio (Weight Loss focus)
female,38,28.01,moderate,5.0,3.5,155.8,68.0,Cardio (Weight Loss focus)
female,36,17.58,sedentary,5.3,2.7,172.8,52.5,Cardio (Weight Loss focus)
male,54,36.74,moderate,7.7,3.6,190.2,132.9,Cardio (Weight Loss focus)
female,48,23.91,light,4.7,2.9,174.6,72.9,Cardio (Weight Loss focus)
male,34,30.56,moderate,5.5,4.2,169.5,87.8,Cardio (Weight Loss focus)
male,27,31.98,light,7.5,2.7,187.8,112.8,Cardio (Weight Loss focus)
female,28,20.53,moderate,5.4,2.2,158.4,51.5,Cardio (Weight Loss focus)
female,40,30.96,active,9.2,3.2,149.5,69.2,Cardio (Weight Loss focus)
female,21,19.2,light,4.2,1.6,169.1,54.9,Cardio (Weight Loss focus)
female,37,26.69,sedentary,4.0,1.1,165.5,73.1,Cardio (Weight Loss focus)
male,43,30.88,sedentary,10.0,2.3,157.6,76.7,Cardio (Weight Loss focus)
male,38,31.55,moderate,6.4,3.8,161.9,82.7,Cardio (Weight Loss focus)
female,23,33.86,active,6.4,4.1,153.8,80.1,Cardio (Weight Loss focus)
female,33,31.66,light,6.9,0.8,167.0,88.3,Cardio (Weight Loss focus)
female,23,19.4,sedentary,4.3,3.0,161.8,50.8,Cardio (Weight Loss focus)
female,30,33.74,active,5.5,2.5,170.7,98.3,Cardio (Weight Loss focus)
male,19,37.96,moderate,9.4,2.4,181.4,124.9,Cardio (Weight Loss focus)
male,18,31.66,active,8.4,3.9,199.9,126.5,Cardio (Weight Loss focus)
male,21,30.26,light,5.9,2.9,195.7,115.9,Cardio (Weight Loss focus)
male,26,17.12,sedentary,5.4,2.4,176.6,53.4,Cardio (Weight Loss focus)
female,46,22.48,light,4.5,3.5,173.8,67.9,Cardio (Weight Loss focus)
male,44,25.14,sedentary,4.9,3.0,167.1,70.2,Cardio (Weight Loss focus)
male,48,30.81,sedentary,6.2,1.8,176.8,96.3,Cardio (Weight Loss focus)
female,18,34.88,active,10.0,2.6,167.8,98.2,Cardio (Weight Loss focus)
male,23,33.73,moderate,7.6,3.4,176.6,105.2,Cardio (Weight Loss focus)
female,22,32.81,sedentary,6.4,2.6,174.5,99.9,Cardio (Weight Loss focus)
male,21,20.73,sedentary,5.3,3.6,171.7,61.1,Cardio (Weight Loss focus)
male,53,31.45,moderate,6.2,4.6,175.8,97.2,Cardio (Weight Loss focus)
female,34,32.34,moderate,6.7,2.5,160.3,83.1,Cardio (Weight Loss focus)
female,31,31.17,active,7.4,3.0,161.6,81.4,Cardio (Weight Loss focus)
male,46,31.04,light,6.6,2.9,170.1,89.8,Cardio (Weight Loss focus)
male,40,31.4,moderate,5.8,3.1,183.2,105.4,Cardio (Weight Loss focus)
female,47,19.18,light,5.3,2.0,156.2,46.8,Cardio (Weight Loss focus)
male,33,26.41,moderate,4.9,3.2,181.9,87.4,Cardio (Weight Loss focus)
female,25,32.93,active,7.0,3.9,154.2,78.3,Cardio (Weight Loss focus)
female,45,33.64,sedentary,7.5,2.3,151.1,76.8,Cardio (Weight Loss focus)
female,28,20.53,moderate,5.4,2.2,158.4,51.5,Cardio (Weight Loss focus)
female,44,30.7,moderate,8.0,1.5,159.9,78.5,Cardio (Weight Loss focus)
female,44,38.72,light,8.1,2.7,156.3,94.6,Cardio (Weight Loss focus)
female,31,31.17,active,7.4,3.0,161.6,81.4,Cardio (Weight Loss focus)
male,45,23.29,sedentary,4.2,3.7,173.5,70.1,Cardio (Weight Loss focus)
female,58,36.19,moderate,5.6,1.8,166.4,100.2,Cardio (Weight Loss focus)
female,42,21.85,sedentary,5.0,3.0,167.9,61.6,Cardio (Weight Loss focus)
female,44,27.67,sedentary,4.0,4.3,164.1,74.5,Cardio (Weight Loss focus)
male,34,30.47,light,6.2,3.0,181.6,100.5,Cardio (Weight Loss focus)
male,34,30.29,active,9.1,2.9,162.1,79.6,Cardio (Weight Loss focus)
female,41,30.09,moderate,6.0,2.4,158.4,75.5,Cardio (Weight Loss focus)
female,34,30.49,active,6.0,3.4,158.7,76.8,Cardio (Weight Loss focus)
female,56,19.78,light,4.5,2.4,160.1,50.7,Cardio (Weight Loss focus)
female,25,30.32,active,9.7,3.8,157.6,75.3,Cardio (Weight Loss focus)
male,36,30.92,sedentary,5.2,3.7,183.3,103.9,Cardio (Weight Loss focus)
male,43,34.44,light,6.9,4.2,171.6,101.4,Cardio (Weight Loss focus)
male,18,30.4,light,6.8,2.0,189.8,109.5,Cardio (Weight Loss focus)
female,44,31.06,light,5.8,2.3,160.4,79.9,Cardio (Weight Loss focus)
female,23,33.86,active,6.4,4.1,153.8,80.1,Cardio (Weight Loss focus)
male,35,20.68,moderate,4.5,3.1,168.9,59.0,Cardio (Weight Loss focus)
male,42,24.49,moderate,5.2,3.3,170.4,71.1,Cardio (Weight Loss focus)
female,18,16.85,sedentary,4.9,2.0,161.8,44.1,Cardio (Weight Loss focus)
female,64,19.3,light,5.3,2.5,155.7,46.8,Cardio (Weight Loss focus)
female,58,36.19,moderate,5.6,1.8,166.4,100.2,Cardio (Weight Loss focus)
female,30,18.51,moderate,4.8,3.2,154.7,44.3,Cardio (Weight Loss focus)
male,23,30.67,moderate,6.5,3.2,162.9,81.4,Cardio (Weight Loss focus)
male,42,31.9,light,6.5,3.5,167.5,89.5,Cardio (Weight Loss focus)
male,49,21.83,light,5.0,3.1,166.2,60.3,Cardio (Weight Loss focus)
female,34,31.2,moderate,6.6,3.1,173.2,93.6,Cardio (Weight Loss focus)
female,29,31.44,light,7.4,3.2,161.0,81.5,Cardio (Weight Loss focus)
male,24,25.47,sedentary,4.0,2.2,167.2,71.2,Cardio (Weight Loss focus)
male,28,30.49,moderate,6.6,3.5,186.1,105.6,Cardio (Weight Loss focus)
male,27,30.86,moderate,7.5,3.4,182.6,102.9,Cardio (Weight Loss focus)
female,18,16.82,light,4.5,2.3,147.5,36.6,Cardio (Weight Loss focus)
female,51,15.58,moderate,5.2,3.2,169.4,44.7,Cardio (Weight Loss focus)
female,25,33.42,light,7.3,2.1,166.9,93.1,Cardio (Weight Loss focus)
female,36,31.65,light,8.3,1.9,170.3,91.8,Cardio (Weight Loss focus)
male,43,30.88,sedentary,10.0,2.3,157.6,76.7,Cardio (Weight Loss focus)
male,39,28.87,moderate,4.3,3.6,164.8,78.4,Cardio (Weight Loss focus)
female,28,24.43,moderate,5.4,1.4,163.5,65.3,Cardio (Weight Loss focus)
female,36,32.22,moderate,7.5,2.3,167.4,90.3,Cardio (Weight Loss focus)
male,30,21.43,sedentary,5.4,3.2,173.2,64.3,Cardio (Weight Loss focus)
male,37,21.21,sedentary,5.2,3.2,164.8,57.6,Cardio (Weight Loss focus)
female,46,22.48,light,4.5,3.5,173.8,67.9,Cardio (Weight Loss focus)
female,47,30.67,light,4.9,1.7,171.2,89.9,Cardio (Weight Loss focus)
female,29,31.76,light,10.0,2.9,174.3,96.5,Cardio (Weight Loss focus)
female,35,24.21,moderate,5.4,2.9,164.6,65.6,Cardio (Weight Loss focus)
female,44,27.67,sedentary,4.0,4.3,164.1,74.5,Cardio (Weight Loss focus)
male,27,31.98,light,7.5,2.7,187.8,112.8,Cardio (Weight Loss focus)
female,41,36.22,light,5.0,2.6,176.7,113.1,Cardio (Weight Loss focus)
male,26,30.19,light,7.2,3.1,180.9,98.8,Cardio (Weight Loss focus)
male,18,30.4,light,6.8,2.0,189.8,109.5,Cardio (Weight Loss focus)
male,18,33.4,active,7.7,3.5,169.7,96.2,Cardio (Weight Loss focus)
female,64,19.3,light,5.3,2.5,155.7,46.8,Cardio (Weight Loss focus)
male,18,32.31,sedentary,6.9,3.3,180.1,104.8,Cardio (Weight Loss focus)
female,24,33.51,light,6.8,2.4,163.7,89.8,Cardio (Weight Loss focus)
male,26,30.51,light,7.3,3.0,172.6,90.9,Cardio (Weight Loss focus)
female,37,31.33,moderate,7.7,2.1,159.2,79.4,Cardio (Weight Loss focus)
female,64,19.3,light,5.3,2.5,155.7,46.8,Cardio (Weight Loss focus)
female,25,32.93,active,7.0,3.9,154.2,78.3,Cardio (Weight Loss focus)
female,53,36.64,light,5.4,1.9,170.5,106.5,Cardio (Weight Loss focus)
male,55,33.12,sedentary,4.9,4.2,168.2,93.7,Cardio (Weight Loss focus)
female,25,30.34,moderate,7.1,2.4,164.8,82.4,Cardio (Weight Loss focus)
female,44,30.76,active,6.5,2.8,155.2,74.1,Cardio (Weight Loss focus)
female,22,31.21,moderate,9.3,3.5,159.7,79.6,Cardio (Weight Loss focus)
male,52,30.59,sedentary,6.1,3.0,174.0,92.6,Cardio (Weight Loss focus)
female,34,30.49,active,6.0,3.4,158.7,76.8,Cardio (Weight Loss focus)
male,31,17.21,light,5.0,2.0,175.0,52.7,Cardio (Weight Loss focus)
female,75,33.72,moderate,7.3,3.6,158.2,84.4,Cardio (Weight Loss focus)
male,39,34.03,active,8.0,3.8,170.9,99.4,Cardio (Weight Loss focus)
male,51,30.69,sedentary,7.1,2.5,181.5,101.1,Cardio (Weight Loss focus)
male,55,17.8,sedentary,4.0,2.3,176.4,55.4,Cardio (Weight Loss focus)
male,52,24.37,moderate,4.9,3.5,177.3,76.6,Cardio (Weight Loss focus)
female,31,21.44,light,4.5,1.8,160.3,55.1,Cardio (Weight Loss focus)
male,28,30.49,moderate,6.6,3.5,186.1,105.6,Cardio (Weight Loss focus)
female,40,35.58,sedentary,6.9,2.6,168.4,100.9,Cardio (Weight Loss focus)
